wavelength_nm	intensity
721.892000	3473
721.735000	3479
721.577000	3488
721.420000	3544
721.262000	3527
721.105000	3510
720.948000	3535
720.790000	3524
720.633000	3512
720.475000	3503
720.318000	3487
720.160000	3473
720.003000	3489
719.845000	3522
719.688000	3523
719.530000	3512
719.373000	3523
719.215000	3525
719.058000	3500
718.900000	3500
718.743000	3511
718.586000	3507
718.428000	3514
718.271000	3532
718.113000	3493
717.956000	3516
717.798000	3566
717.641000	3542
717.483000	3517
717.326000	3500
717.168000	3516
717.011000	3505
716.853000	3477
716.696000	3484
716.538000	3501
716.381000	3502
716.223000	3501
716.066000	3541
715.909000	3543
715.751000	3512
715.594000	3515
715.436000	3513
715.279000	3512
715.121000	3535
714.964000	3532
714.806000	3500
714.649000	3517
714.491000	3501
714.334000	3478
714.176000	3512
714.019000	3529
713.861000	3501
713.704000	3491
713.547000	3497
713.389000	3520
713.232000	3539
713.074000	3561
712.917000	3511
712.759000	3501
712.602000	3495
712.444000	3497
712.287000	3505
712.129000	3500
711.972000	3502
711.814000	3506
711.657000	3541
711.499000	3522
711.342000	3502
711.185000	3503
711.027000	3513
710.870000	3527
710.712000	3519
710.555000	3553
710.397000	3554
710.240000	3525
710.082000	3499
709.925000	3490
709.767000	3479
709.610000	3504
709.452000	3500
709.295000	3506
709.137000	3508
708.980000	3511
708.822000	3519
708.665000	3551
708.508000	3532
708.350000	3494
708.193000	3482
708.035000	3488
707.878000	3501
707.720000	3511
707.563000	3510
707.405000	3495
707.248000	3507
707.090000	3525
706.933000	3539
706.775000	3500
706.618000	3493
706.460000	3498
706.303000	3493
706.146000	3497
705.988000	3522
705.831000	3541
705.673000	3542
705.516000	3544
705.358000	3528
705.201000	3523
705.043000	3522
704.886000	3517
704.728000	3519
704.571000	3517
704.413000	3538
704.256000	3538
704.098000	3550
703.941000	3551
703.784000	3547
703.626000	3496
703.469000	3482
703.311000	3524
703.154000	3527
702.996000	3517
702.839000	3507
702.681000	3481
702.524000	3508
702.366000	3536
702.209000	3531
702.051000	3484
701.894000	3482
701.736000	3487
701.579000	3526
701.422000	3509
701.264000	3499
701.107000	3509
700.949000	3488
700.792000	3488
700.634000	3481
700.477000	3477
700.319000	3496
700.162000	3512
700.004000	3546
699.847000	3528
699.689000	3508
699.532000	3535
699.374000	3536
699.217000	3542
699.059000	3493
698.902000	3496
698.745000	3524
698.587000	3522
698.430000	3512
698.272000	3471
698.115000	3505
697.957000	3528
697.800000	3552
697.642000	3575
697.485000	3516
697.327000	3524
697.170000	3547
697.012000	3555
696.855000	3534
696.697000	3520
696.540000	3528
696.388000	3507
696.235000	3523
696.083000	3549
695.931000	3511
695.778000	3483
695.626000	3526
695.474000	3509
695.321000	3527
695.169000	3528
695.017000	3505
694.864000	3540
694.712000	3549
694.560000	3538
694.407000	3521
694.255000	3520
694.103000	3564
693.950000	3565
693.798000	3553
693.646000	3519
693.493000	3524
693.341000	3532
693.189000	3541
693.036000	3558
692.884000	3533
692.732000	3512
692.579000	3531
692.427000	3534
692.275000	3509
692.122000	3492
691.970000	3514
691.818000	3515
691.665000	3505
691.513000	3480
691.361000	3516
691.208000	3538
691.056000	3515
690.904000	3555
690.751000	3531
690.599000	3495
690.447000	3513
690.294000	3510
690.142000	3528
689.990000	3488
689.837000	3509
689.685000	3521
689.533000	3537
689.380000	3508
689.228000	3518
689.076000	3516
688.923000	3550
688.771000	3558
688.619000	3550
688.466000	3519
688.314000	3503
688.162000	3539
688.009000	3546
687.857000	3530
687.705000	3523
687.552000	3472
687.400000	3501
687.248000	3573
687.095000	3544
686.943000	3477
686.791000	3515
686.638000	3546
686.486000	3552
686.334000	3524
686.181000	3527
686.029000	3537
685.877000	3561
685.724000	3556
685.572000	3495
685.420000	3473
685.267000	3520
685.115000	3509
684.963000	3489
684.811000	3506
684.658000	3527
684.506000	3536
684.354000	3560
684.201000	3511
684.049000	3505
683.897000	3525
683.744000	3549
683.592000	3566
683.440000	3552
683.287000	3530
683.135000	3555
682.983000	3578
682.830000	3546
682.678000	3538
682.526000	3509
682.373000	3542
682.221000	3572
682.069000	3574
681.916000	3556
681.764000	3573
681.612000	3581
681.459000	3546
681.307000	3507
681.155000	3526
681.002000	3493
680.850000	3495
680.698000	3492
680.545000	3531
680.393000	3562
680.241000	3611
680.088000	3612
679.936000	3614
679.784000	3543
679.631000	3538
679.479000	3500
679.327000	3506
679.174000	3521
679.022000	3540
678.870000	3532
678.717000	3558
678.565000	3560
678.413000	3583
678.260000	3612
678.108000	3598
677.956000	3571
677.803000	3540
677.651000	3560
677.499000	3557
677.346000	3574
677.194000	3584
677.042000	3582
676.889000	3561
676.737000	3547
676.585000	3529
676.432000	3518
676.280000	3544
676.128000	3607
675.975000	3584
675.823000	3570
675.671000	3592
675.518000	3573
675.366000	3541
675.214000	3546
675.061000	3566
674.909000	3579
674.757000	3583
674.604000	3580
674.452000	3585
674.300000	3581
674.147000	3578
673.995000	3583
673.843000	3547
673.690000	3533
673.538000	3553
673.386000	3580
673.233000	3580
673.081000	3571
672.929000	3573
672.776000	3652
672.624000	3645
672.472000	3621
672.319000	3598
672.167000	3587
672.015000	3564
671.862000	3561
671.710000	3603
671.558000	3612
671.405000	3630
671.253000	3627
671.101000	3588
670.948000	3569
670.796000	3572
670.644000	3595
670.491000	3588
670.339000	3578
670.187000	3576
670.034000	3590
669.882000	3584
669.730000	3608
669.577000	3609
669.425000	3645
669.273000	3632
669.120000	3602
668.968000	3610
668.816000	3620
668.663000	3639
668.511000	3617
668.359000	3632
668.206000	3659
668.054000	3631
667.902000	3633
