wavelength_nm	intensity
721.892000	3550
721.735000	3530
721.577000	3543
721.420000	3455
721.262000	3462
721.105000	3493
720.948000	3481
720.790000	3491
720.633000	3511
720.475000	3521
720.318000	3522
720.160000	3485
720.003000	3448
719.845000	3460
719.688000	3466
719.530000	3462
719.373000	3484
719.215000	3484
719.058000	3509
718.900000	3508
718.743000	3510
718.586000	3504
718.428000	3471
718.271000	3507
718.113000	3471
717.956000	3491
717.798000	3557
717.641000	3534
717.483000	3513
717.326000	3506
717.168000	3470
717.011000	3491
716.853000	3457
716.696000	3460
716.538000	3494
716.381000	3511
716.223000	3499
716.066000	3464
715.909000	3476
715.751000	3504
715.594000	3464
715.436000	3482
715.279000	3499
715.121000	3491
714.964000	3486
714.806000	3500
714.649000	3525
714.491000	3534
714.334000	3530
714.176000	3520
714.019000	3545
713.861000	3551
713.704000	3506
713.547000	3502
713.389000	3520
713.232000	3534
713.074000	3530
712.917000	3500
712.759000	3490
712.602000	3462
712.444000	3514
712.287000	3530
712.129000	3527
711.972000	3503
711.814000	3503
711.657000	3517
711.499000	3522
711.342000	3491
711.185000	3485
711.027000	3527
710.870000	3533
710.712000	3511
710.555000	3512
710.397000	3501
710.240000	3489
710.082000	3520
709.925000	3505
709.767000	3503
709.610000	3560
709.452000	3575
709.295000	3535
709.137000	3436
708.980000	3507
708.822000	3558
708.665000	3501
708.508000	3480
708.350000	3497
708.193000	3481
708.035000	3496
707.878000	3515
707.720000	3512
707.563000	3478
707.405000	3521
707.248000	3510
707.090000	3500
706.933000	3522
706.775000	3544
706.618000	3515
706.460000	3518
706.303000	3503
706.146000	3493
705.988000	3508
705.831000	3511
705.673000	3507
705.516000	3474
705.358000	3516
705.201000	3519
705.043000	3500
704.886000	3527
704.728000	3540
704.571000	3468
704.413000	3480
704.256000	3505
704.098000	3510
703.941000	3525
703.784000	3484
703.626000	3507
703.469000	3515
703.311000	3529
703.154000	3559
702.996000	3526
702.839000	3496
702.681000	3505
702.524000	3497
702.366000	3508
702.209000	3538
702.051000	3571
701.894000	3528
701.736000	3522
701.579000	3542
701.422000	3519
701.264000	3538
701.107000	3540
700.949000	3536
700.792000	3516
700.634000	3489
700.477000	3533
700.319000	3548
700.162000	3523
700.004000	3512
699.847000	3498
699.689000	3500
699.532000	3515
699.374000	3524
699.217000	3567
699.059000	3530
698.902000	3504
698.745000	3498
698.587000	3483
698.430000	3482
698.272000	3503
698.115000	3525
697.957000	3505
697.800000	3535
697.642000	3532
697.485000	3515
697.327000	3530
697.170000	3512
697.012000	3520
696.855000	3514
696.697000	3476
696.540000	3492
696.388000	3511
696.235000	3503
696.083000	3503
695.931000	3551
