wavelength_nm	intensity
721.892000	3513
721.735000	3554
721.577000	3534
721.420000	3527
721.262000	3515
721.105000	3500
720.948000	3477
720.790000	3463
720.633000	3496
720.475000	3471
720.318000	3487
720.160000	3495
720.003000	3487
719.845000	3470
719.688000	3474
719.530000	3463
719.373000	3489
719.215000	3473
719.058000	3476
718.900000	3467
718.743000	3478
718.586000	3499
718.428000	3507
718.271000	3510
718.113000	3505
717.956000	3553
717.798000	3546
717.641000	3504
717.483000	3493
717.326000	3483
717.168000	3518
717.011000	3540
716.853000	3504
716.696000	3485
716.538000	3509
716.381000	3541
716.223000	3557
716.066000	3513
715.909000	3506
715.751000	3476
715.594000	3467
715.436000	3511
715.279000	3510
715.121000	3520
714.964000	3521
714.806000	3530
714.649000	3486
714.491000	3445
714.334000	3481
714.176000	3527
714.019000	3497
713.861000	3512
713.704000	3518
713.547000	3492
713.389000	3484
713.232000	3508
713.074000	3488
712.917000	3503
712.759000	3496
712.602000	3497
712.444000	3522
712.287000	3483
712.129000	3503
711.972000	3521
711.814000	3522
711.657000	3530
711.499000	3491
711.342000	3519
711.185000	3535
711.027000	3493
710.870000	3483
710.712000	3502
710.555000	3539
710.397000	3568
710.240000	3520
710.082000	3515
709.925000	3505
709.767000	3499
709.610000	3506
709.452000	3541
709.295000	3535
709.137000	3512
708.980000	3516
708.822000	3539
708.665000	3496
708.508000	3491
708.350000	3539
708.193000	3535
708.035000	3522
707.878000	3498
707.720000	3501
707.563000	3506
707.405000	3520
707.248000	3522
707.090000	3505
706.933000	3468
706.775000	3477
706.618000	3517
706.460000	3532
706.303000	3476
706.146000	3479
705.988000	3522
705.831000	3566
705.673000	3518
705.516000	3524
705.358000	3491
705.201000	3473
705.043000	3521
704.886000	3510
704.728000	3512
704.571000	3556
704.413000	3523
704.256000	3507
704.098000	3522
703.941000	3545
703.784000	3527
703.626000	3524
703.469000	3532
703.311000	3559
703.154000	3538
702.996000	3515
702.839000	3511
702.681000	3508
702.524000	3522
702.366000	3523
702.209000	3507
702.051000	3529
701.894000	3521
701.736000	3517
701.579000	3531
701.422000	3502
701.264000	3503
701.107000	3514
700.949000	3536
700.792000	3497
700.634000	3507
700.477000	3535
700.319000	3510
700.162000	3488
700.004000	3474
699.847000	3476
699.689000	3513
699.532000	3548
699.374000	3534
699.217000	3510
699.059000	3559
698.902000	3554
698.745000	3547
698.587000	3502
698.430000	3473
698.272000	3508
698.115000	3494
697.957000	3489
697.800000	3524
697.642000	3503
697.485000	3510
697.327000	3512
697.170000	3515
697.012000	3538
696.855000	3530
696.697000	3540
696.540000	3528
696.388000	3528
696.235000	3541
696.083000	3507
695.931000	3526
695.778000	3502
695.626000	3520
695.474000	3519
695.321000	3530
695.169000	3557
695.017000	3515
694.864000	3543
694.712000	3583
694.560000	3520
694.407000	3505
694.255000	3545
694.103000	3545
693.950000	3521
693.798000	3536
693.646000	3525
693.493000	3546
693.341000	3555
693.189000	3537
693.036000	3557
692.884000	3550
692.732000	3504
692.579000	3505
692.427000	3508
692.275000	3512
692.122000	3503
691.970000	3533
691.818000	3554
691.665000	3511
691.513000	3526
691.361000	3511
691.208000	3540
691.056000	3508
690.904000	3485
690.751000	3529
690.599000	3550
690.447000	3549
690.294000	3530
690.142000	3542
689.990000	3532
689.837000	3528
689.685000	3540
