wavelength_nm	intensity
721.892000	3506
721.735000	3538
721.577000	3549
721.420000	3516
721.262000	3476
721.105000	3483
720.948000	3511
720.790000	3507
720.633000	3534
720.475000	3531
720.318000	3499
720.160000	3516
720.003000	3489
719.845000	3432
719.688000	3489
719.530000	3485
719.373000	3498
719.215000	3501
719.058000	3514
718.900000	3528
718.743000	3526
718.586000	3521
718.428000	3516
718.271000	3505
718.113000	3524
717.956000	3542
717.798000	3539
717.641000	3529
717.483000	3551
717.326000	3515
717.168000	3480
717.011000	3484
716.853000	3549
716.696000	3514
716.538000	3475
716.381000	3472
716.223000	3490
716.066000	3487
715.909000	3497
715.751000	3504
715.594000	3521
715.436000	3532
715.279000	3514
715.121000	3493
714.964000	3466
714.806000	3515
714.649000	3531
714.491000	3530
714.334000	3527
714.176000	3482
714.019000	3457
713.861000	3491
713.704000	3528
713.547000	3499
713.389000	3507
713.232000	3496
713.074000	3493
712.917000	3532
712.759000	3547
712.602000	3542
712.444000	3535
712.287000	3531
712.129000	3473
711.972000	3501
711.814000	3495
711.657000	3490
711.499000	3502
711.342000	3521
711.185000	3524
711.027000	3480
710.870000	3464
710.712000	3485
710.555000	3524
710.397000	3548
710.240000	3524
710.082000	3485
709.925000	3464
709.767000	3513
709.610000	3510
709.452000	3532
709.295000	3537
709.137000	3529
708.980000	3508
708.822000	3485
708.665000	3526
708.508000	3579
708.350000	3551
708.193000	3522
708.035000	3498
707.878000	3511
707.720000	3507
707.563000	3480
707.405000	3491
707.248000	3496
707.090000	3523
706.933000	3536
706.775000	3542
706.618000	3524
706.460000	3507
706.303000	3511
706.146000	3520
705.988000	3521
705.831000	3526
705.673000	3511
705.516000	3514
705.358000	3497
705.201000	3493
705.043000	3527
704.886000	3538
704.728000	3543
704.571000	3520
704.413000	3487
704.256000	3501
704.098000	3516
703.941000	3520
703.784000	3509
703.626000	3481
703.469000	3518
703.311000	3551
703.154000	3527
702.996000	3528
702.839000	3500
702.681000	3524
702.524000	3517
702.366000	3521
702.209000	3537
702.051000	3542
701.894000	3552
701.736000	3560
701.579000	3546
701.422000	3547
701.264000	3528
701.107000	3517
700.949000	3541
700.792000	3573
700.634000	3564
700.477000	3531
700.319000	3495
700.162000	3481
700.004000	3515
699.847000	3523
699.689000	3532
699.532000	3550
699.374000	3531
699.217000	3549
699.059000	3542
698.902000	3536
698.745000	3527
698.587000	3504
698.430000	3496
698.272000	3516
698.115000	3538
697.957000	3524
697.800000	3515
697.642000	3525
697.485000	3537
697.327000	3567
697.170000	3523
697.012000	3501
696.855000	3504
696.697000	3494
696.540000	3493
696.388000	3501
696.235000	3517
696.083000	3565
695.931000	3556
695.778000	3489
695.626000	3554
695.474000	3553
695.321000	3531
695.169000	3510
695.017000	3501
694.864000	3509
694.712000	3530
694.560000	3532
694.407000	3542
694.255000	3584
694.103000	3580
693.950000	3534
693.798000	3532
693.646000	3493
693.493000	3507
693.341000	3554
693.189000	3516
693.036000	3510
692.884000	3512
692.732000	3515
692.579000	3539
692.427000	3550
692.275000	3520
692.122000	3471
691.970000	3488
691.818000	3500
691.665000	3488
691.513000	3493
691.361000	3520
691.208000	3543
691.056000	3521
690.904000	3532
690.751000	3518
690.599000	3530
690.447000	3511
690.294000	3521
690.142000	3520
689.990000	3526
689.837000	3539
689.685000	3513
689.533000	3516
689.380000	3556
689.228000	3513
689.076000	3491
688.923000	3517
688.771000	3523
688.619000	3539
688.466000	3532
688.314000	3532
688.162000	3547
688.009000	3549
687.857000	3545
687.705000	3489
687.552000	3524
687.400000	3525
687.248000	3560
687.095000	3542
686.943000	3542
686.791000	3544
686.638000	3564
686.486000	3552
686.334000	3577
686.181000	3499
686.029000	3505
685.877000	3523
685.724000	3521
685.572000	3556
685.420000	3515
685.267000	3492
685.115000	3491
684.963000	3523
684.811000	3540
684.658000	3514
684.506000	3521
684.354000	3483
684.201000	3464
684.049000	3491
683.897000	3499
683.744000	3528
683.592000	3579
683.440000	3557
683.287000	3532
683.135000	3570
682.983000	3557
682.830000	3523
682.678000	3548
682.526000	3528
682.373000	3499
682.221000	3499
682.069000	3530
681.916000	3572
681.764000	3499
681.612000	3487
681.459000	3532
681.307000	3559
681.155000	3542
681.002000	3544
680.850000	3544
680.698000	3557
680.545000	3561
680.393000	3541
680.241000	3486
680.088000	3498
679.936000	3553
679.784000	3547
679.631000	3534
679.479000	3562
679.327000	3567
679.174000	3565
679.022000	3535
678.870000	3525
678.717000	3559
678.565000	3585
678.413000	3566
678.260000	3537
678.108000	3532
677.956000	3535
677.803000	3536
677.651000	3573
677.499000	3563
677.346000	3527
677.194000	3542
677.042000	3516
676.889000	3511
676.737000	3520
676.585000	3545
676.432000	3574
676.280000	3552
676.128000	3527
675.975000	3537
675.823000	3535
675.671000	3556
675.518000	3562
675.366000	3543
675.214000	3504
675.061000	3521
674.909000	3569
674.757000	3581
674.604000	3563
674.452000	3570
674.300000	3546
674.147000	3544
673.995000	3532
673.843000	3553
673.690000	3559
673.538000	3528
673.386000	3569
673.233000	3590
673.081000	3590
672.929000	3585
672.776000	3568
672.624000	3547
672.472000	3556
672.319000	3590
672.167000	3564
672.015000	3568
671.862000	3574
671.710000	3574
671.558000	3571
671.405000	3577
671.253000	3565
671.101000	3565
670.948000	3541
670.796000	3552
670.644000	3569
670.491000	3581
670.339000	3566
670.187000	3567
670.034000	3559
669.882000	3582
669.730000	3596
669.577000	3579
669.425000	3569
669.273000	3580
669.120000	3598
668.968000	3559
668.816000	3557
668.663000	3551
668.511000	3577
668.359000	3567
668.206000	3578
668.054000	3566
667.902000	3584
667.749000	3608
667.597000	3596
667.445000	3553
667.292000	3564
667.140000	3569
666.988000	3579
666.835000	3562
666.683000	3561
666.531000	3576
666.378000	3590
666.226000	3621
666.074000	3588
665.921000	3537
665.769000	3580
665.617000	3584
665.464000	3582
665.312000	3558
665.160000	3563
665.007000	3545
664.855000	3504
664.703000	3562
664.550000	3590
664.398000	3601
664.246000	3612
664.093000	3563
663.941000	3534
663.789000	3494
663.636000	3510
663.484000	3549
663.332000	3557
663.179000	3548
663.027000	3547
662.875000	3578
662.722000	3608
662.570000	3544
662.418000	3540
662.265000	3548
662.113000	3557
