wavelength_nm	intensity
721.892000	3519
721.735000	3505
721.577000	3505
721.420000	3510
721.262000	3538
721.105000	3517
720.948000	3487
720.790000	3497
720.633000	3496
720.475000	3509
720.318000	3525
720.160000	3510
720.003000	3527
719.845000	3504
719.688000	3485
719.530000	3461
719.373000	3475
719.215000	3498
719.058000	3521
718.900000	3531
718.743000	3523
718.586000	3506
718.428000	3499
718.271000	3485
718.113000	3523
717.956000	3506
717.798000	3535
717.641000	3519
717.483000	3489
717.326000	3459
717.168000	3486
717.011000	3514
716.853000	3504
716.696000	3490
716.538000	3490
716.381000	3467
716.223000	3499
716.066000	3491
715.909000	3480
715.751000	3504
715.594000	3513
715.436000	3503
715.279000	3506
715.121000	3501
714.964000	3470
714.806000	3463
714.649000	3515
714.491000	3532
714.334000	3518
714.176000	3494
714.019000	3481
713.861000	3529
713.704000	3532
713.547000	3480
713.389000	3485
713.232000	3522
713.074000	3522
712.917000	3480
712.759000	3484
712.602000	3487
712.444000	3491
712.287000	3502
712.129000	3536
711.972000	3535
711.814000	3496
711.657000	3511
711.499000	3529
711.342000	3518
711.185000	3486
711.027000	3514
710.870000	3545
710.712000	3528
710.555000	3514
710.397000	3496
710.240000	3466
710.082000	3472
709.925000	3478
709.767000	3502
709.610000	3508
709.452000	3493
709.295000	3481
709.137000	3485
708.980000	3518
708.822000	3511
708.665000	3491
708.508000	3495
708.350000	3480
708.193000	3527
708.035000	3510
707.878000	3528
707.720000	3505
707.563000	3484
707.405000	3477
707.248000	3491
707.090000	3479
706.933000	3499
706.775000	3503
706.618000	3518
706.460000	3532
706.303000	3553
706.146000	3542
705.988000	3493
705.831000	3522
705.673000	3499
705.516000	3474
705.358000	3475
705.201000	3488
705.043000	3532
704.886000	3523
704.728000	3515
704.571000	3533
704.413000	3536
704.256000	3547
704.098000	3524
703.941000	3493
703.784000	3484
703.626000	3468
703.469000	3492
703.311000	3515
703.154000	3543
702.996000	3556
702.839000	3540
702.681000	3537
702.524000	3512
702.366000	3512
702.209000	3519
702.051000	3497
701.894000	3492
701.736000	3510
701.579000	3494
701.422000	3505
701.264000	3527
701.107000	3541
700.949000	3499
700.792000	3483
700.634000	3516
700.477000	3538
700.319000	3504
700.162000	3526
700.004000	3546
699.847000	3522
699.689000	3532
699.532000	3528
699.374000	3493
699.217000	3518
699.059000	3528
698.902000	3508
698.745000	3518
698.587000	3506
698.430000	3501
698.272000	3502
698.115000	3491
697.957000	3478
697.800000	3464
697.642000	3510
697.485000	3504
697.327000	3482
697.170000	3526
697.012000	3516
696.855000	3496
696.697000	3506
696.540000	3515
696.388000	3484
696.235000	3474
696.083000	3527
695.931000	3553
695.778000	3508
695.626000	3498
695.474000	3516
695.321000	3525
695.169000	3525
695.017000	3506
694.864000	3510
694.712000	3548
694.560000	3504
694.407000	3519
694.255000	3536
694.103000	3496
693.950000	3498
693.798000	3509
693.646000	3492
693.493000	3511
693.341000	3497
693.189000	3523
693.036000	3543
692.884000	3539
692.732000	3540
692.579000	3514
692.427000	3507
692.275000	3528
692.122000	3517
691.970000	3517
691.818000	3475
691.665000	3487
691.513000	3518
691.361000	3543
691.208000	3559
691.056000	3499
690.904000	3458
690.751000	3527
690.599000	3542
690.447000	3503
690.294000	3492
690.142000	3520
689.990000	3511
689.837000	3547
689.685000	3555
689.533000	3517
689.380000	3530
689.228000	3548
689.076000	3500
688.923000	3510
688.771000	3527
688.619000	3518
688.466000	3511
688.314000	3496
688.162000	3519
688.009000	3537
687.857000	3526
687.705000	3510
687.552000	3496
687.400000	3472
687.248000	3517
687.095000	3509
686.943000	3464
686.791000	3511
686.638000	3501
686.486000	3479
686.334000	3533
686.181000	3527
686.029000	3523
685.877000	3519
685.724000	3515
685.572000	3504
685.420000	3487
685.267000	3496
685.115000	3529
684.963000	3517
684.811000	3504
684.658000	3519
684.506000	3541
684.354000	3536
684.201000	3519
684.049000	3510
683.897000	3521
683.744000	3526
683.592000	3571
683.440000	3570
683.287000	3554
683.135000	3550
682.983000	3520
682.830000	3490
682.678000	3491
682.526000	3502
682.373000	3531
682.221000	3582
682.069000	3565
681.916000	3528
681.764000	3556
681.612000	3559
681.459000	3508
681.307000	3521
681.155000	3527
681.002000	3507
680.850000	3496
680.698000	3515
680.545000	3578
680.393000	3590
680.241000	3559
680.088000	3541
679.936000	3533
679.784000	3519
679.631000	3538
679.479000	3523
679.327000	3529
679.174000	3544
679.022000	3527
678.870000	3497
678.717000	3502
678.565000	3523
678.413000	3515
678.260000	3543
678.108000	3549
677.956000	3547
677.803000	3537
677.651000	3591
677.499000	3571
677.346000	3528
677.194000	3564
677.042000	3592
676.889000	3562
676.737000	3534
676.585000	3554
676.432000	3566
676.280000	3569
676.128000	3583
675.975000	3592
675.823000	3572
675.671000	3564
675.518000	3561
675.366000	3561
675.214000	3561
675.061000	3576
674.909000	3584
674.757000	3588
