Wavelength,Intensity
0.000000,4468
0.000000,4457
0.000000,4424
0.000000,4455
0.000000,4442
0.000000,4414
0.000000,4402
0.000000,4420
0.000000,4434
0.000000,4394
0.000000,4406
0.000000,4434
0.000000,4428
0.000000,4444
0.000000,4401
0.000000,4393
0.000000,4418
0.000000,4931
0.000000,5172
0.000000,5086
0.000000,5208
0.000000,5260
0.000000,5163
0.000000,5465
0.000000,5649
0.000000,5229
0.000000,5069
0.000000,5245
0.000000,5233
0.000000,5203
0.000000,5495
0.000000,5568
0.000000,5380
0.000000,5272
0.000000,5396
0.000000,5512
0.000000,5535
0.000000,5453
0.000000,5524
0.000000,5429
0.000000,5423
0.000000,5591
0.000000,5600
0.000000,5452
0.000000,5388
0.000000,5393
719.797000,5370
719.640000,5655
719.483000,5431
719.325000,5344
719.168000,5424
719.011000,5519
718.854000,5556
718.697000,5449
718.540000,5369
718.383000,5378
718.225000,5321
718.068000,5464
717.911000,5419
717.754000,5584
717.597000,5669
717.440000,5668
717.283000,5354
717.125000,5414
716.968000,5580
716.811000,5451
716.654000,5413
716.497000,5441
716.340000,5337
716.183000,5339
716.025000,5442
715.868000,5653
715.711000,5475
715.554000,5279
715.397000,5571
715.240000,5524
715.083000,5302
714.926000,5419
714.768000,5309
714.611000,5411
714.454000,5417
714.297000,5364
714.140000,5411
713.983000,5470
713.826000,5404
713.668000,5272
713.511000,5427
713.354000,5444
713.197000,5375
713.040000,5452
712.883000,5321
712.726000,5387
712.568000,5580
712.411000,5516
712.254000,5319
712.097000,5219
711.940000,5475
711.783000,5577
711.626000,5504
711.468000,5539
711.311000,5590
711.154000,5527
710.997000,5395
710.840000,5428
710.683000,5440
710.526000,5516
710.368000,5541
710.211000,5552
710.054000,5437
709.897000,5360
709.740000,5726
709.583000,5592
709.426000,5327
709.268000,5263
709.111000,5224
708.954000,5281
708.797000,5254
708.640000,5370
708.483000,5551
708.326000,5477
708.168000,5597
708.011000,5416
707.854000,5212
707.697000,5329
707.540000,5427
707.383000,5555
707.226000,5543
707.068000,5504
706.911000,5484
706.754000,5413
706.597000,5276
706.440000,5399
706.283000,5582
706.126000,5435
705.968000,5152
705.811000,5315
705.654000,5290
705.497000,5242
705.340000,5293
705.183000,5324
705.026000,5311
704.868000,5318
704.711000,5296
704.554000,5378
704.397000,5644
704.240000,5496
704.083000,5469
703.926000,5353
703.768000,5438
703.611000,5689
703.454000,5479
703.297000,5454
703.140000,5531
702.983000,5705
702.826000,5487
702.668000,5440
702.511000,5554
702.354000,5297
702.197000,5283
702.040000,5396
701.883000,5579
701.726000,5377
701.569000,5240
701.411000,5367
701.254000,5380
701.097000,5370
700.940000,5374
