Wavelength,Intensity
0.000000,4444
0.000000,4436
0.000000,4401
0.000000,4449
0.000000,4440
0.000000,4449
0.000000,4449
0.000000,4453
0.000000,4417
0.000000,4401
0.000000,4402
0.000000,4397
0.000000,4416
0.000000,4407
0.000000,4389
0.000000,4411
0.000000,4446
0.000000,5012
0.000000,5269
0.000000,5193
0.000000,5362
0.000000,5387
0.000000,5252
0.000000,5576
0.000000,5772
0.000000,5385
0.000000,5198
0.000000,5334
0.000000,5340
0.000000,5343
0.000000,5576
0.000000,5566
0.000000,5483
0.000000,5467
0.000000,5526
0.000000,5604
0.000000,5660
0.000000,5602
0.000000,5722
0.000000,5602
0.000000,5583
0.000000,5789
0.000000,5741
0.000000,5614
0.000000,5521
0.000000,5532
719.797000,5530
719.640000,5871
719.483000,5556
719.325000,5479
719.168000,5580
719.011000,5630
718.854000,5666
718.697000,5597
718.540000,5574
718.383000,5512
718.225000,5395
718.068000,5551
717.911000,5519
717.754000,5731
717.597000,5803
717.440000,5748
717.283000,5463
717.125000,5593
716.968000,5783
716.811000,5645
716.654000,5635
716.497000,5604
716.340000,5369
716.183000,5365
716.025000,5488
715.868000,5789
715.711000,5615
715.554000,5450
715.397000,5748
715.240000,5678
715.083000,5439
714.926000,5570
714.768000,5436
714.611000,5525
714.454000,5560
714.297000,5524
714.140000,5527
713.983000,5620
713.826000,5554
713.668000,5334
713.511000,5486
713.354000,5595
713.197000,5547
713.040000,5608
712.883000,5506
712.726000,5505
712.568000,5684
712.411000,5759
712.254000,5520
712.097000,5369
711.940000,5610
711.783000,5698
711.626000,5659
711.468000,5653
711.311000,5712
711.154000,5692
710.997000,5557
710.840000,5634
710.683000,5636
710.526000,5688
710.368000,5676
710.211000,5736
710.054000,5584
709.897000,5508
709.740000,5807
709.583000,5717
709.426000,5448
709.268000,5443
709.111000,5519
708.954000,5543
708.797000,5457
708.640000,5502
708.483000,5660
708.326000,5539
708.168000,5695
708.011000,5583
707.854000,5357
707.697000,5490
707.540000,5564
707.383000,5732
707.226000,5760
707.068000,5644
706.911000,5667
706.754000,5573
706.597000,5412
706.440000,5572
706.283000,5709
706.126000,5568
705.968000,5315
705.811000,5481
705.654000,5462
705.497000,5415
705.340000,5504
705.183000,5499
705.026000,5473
704.868000,5564
704.711000,5486
704.554000,5489
704.397000,5689
704.240000,5639
704.083000,5661
703.926000,5511
703.768000,5608
703.611000,5823
703.454000,5624
703.297000,5620
703.140000,5703
702.983000,5773
702.826000,5581
702.668000,5628
702.511000,5753
702.354000,5466
702.197000,5394
702.040000,5567
701.883000,5752
701.726000,5540
701.569000,5491
701.411000,5598
701.254000,5607
701.097000,5587
700.940000,5505
700.783000,5438
700.626000,5578
700.469000,5605
700.311000,5326
700.154000,5719
699.997000,5830
699.840000,5598
699.683000,5584
699.526000,5614
699.369000,5774
699.211000,5880
699.054000,5667
698.897000,5489
698.740000,5520
698.583000,5611
698.426000,5531
698.269000,5475
698.111000,5349
697.954000,5421
697.797000,5435
697.640000,5783
697.483000,5859
697.326000,5578
697.169000,5504
697.011000,5734
696.854000,5736
696.697000,5468
696.540000,5478
696.388000,5531
696.236000,5550
696.085000,5438
695.933000,5533
695.781000,5585
695.629000,5595
695.478000,5539
695.326000,5315
695.174000,5408
695.022000,5630
694.871000,5434
694.719000,5701
694.567000,6029
694.415000,5875
694.264000,5759
694.112000,5406
693.960000,5394
693.808000,5444
693.657000,5423
693.505000,5433
693.353000,5444
693.201000,5444
693.050000,5557
692.898000,5938
692.746000,5816
692.594000,5665
692.443000,5945
692.291000,5841
692.139000,6067
691.987000,6113
691.836000,5787
691.684000,5788
691.532000,5807
691.380000,5697
691.229000,5604
691.077000,5590
690.925000,5473
690.773000,5478
690.622000,5700
690.470000,5627
690.318000,5620
690.166000,5777
690.015000,5740
689.863000,5768
689.711000,5835
689.559000,5812
689.408000,5574
689.256000,5747
689.104000,6163
688.952000,5844
688.801000,5665
688.649000,5849
688.497000,5756
688.345000,5540
688.194000,5622
688.042000,5671
687.890000,5544
687.738000,5645
687.587000,5767
687.435000,5832
687.283000,5917
687.131000,5549
686.980000,5599
686.828000,5460
686.676000,5496
686.524000,5783
686.373000,5895
686.221000,5687
686.069000,5610
685.917000,5831
685.766000,5601
685.614000,5352
685.462000,5504
685.310000,5633
685.159000,5637
685.007000,5785
684.855000,5778
684.703000,5543
684.552000,5564
684.400000,5663
684.248000,5863
684.096000,5706
683.945000,5689
683.793000,5855
683.641000,5623
683.489000,5764
683.338000,5699
683.186000,5516
683.034000,5419
682.882000,5582
682.731000,5688
682.579000,5634
682.427000,5404
682.275000,5572
682.124000,5765
681.972000,5810
681.820000,5667
681.668000,5660
681.517000,6141
681.365000,6038
681.213000,6072
681.061000,5985
680.910000,5513
680.758000,5586
680.606000,5726
680.454000,5721
680.303000,5742
680.151000,5792
679.999000,5602
679.847000,5408
679.696000,5504
679.544000,5582
679.392000,5587
679.240000,5524
679.089000,5470
678.937000,5526
678.785000,5567
678.633000,5499
678.482000,5457
678.330000,5905
678.178000,6131
678.026000,5714
677.875000,5514
677.723000,5511
677.571000,5515
677.419000,5783
677.268000,5976
677.116000,5862
676.964000,5557
676.812000,5728
676.661000,5759
676.509000,6203
676.357000,5913
676.205000,5501
676.054000,5784
675.902000,5696
675.750000,5696
675.598000,5846
675.447000,5509
675.295000,5464
675.143000,5911
674.991000,6265
674.840000,5887
674.688000,5637
674.536000,5590
674.384000,5582
674.233000,5748
674.081000,5607
673.929000,5686
673.777000,5552
673.626000,5493
673.474000,5629
673.322000,5862
673.170000,5846
673.019000,5540
672.867000,5518
672.715000,5956
672.563000,6030
672.412000,5746
672.260000,5725
672.108000,5625
671.956000,5637
671.805000,5975
671.653000,6001
671.501000,5816
671.349000,5919
671.198000,5735
671.046000,5595
670.894000,5748
670.742000,5688
670.591000,5771
670.439000,5856
670.287000,5736
670.135000,5631
669.984000,5707
669.832000,5857
669.680000,5622
669.528000,5523
669.377000,5685
669.225000,6199
669.073000,6018
668.921000,5644
668.770000,5670
668.618000,5792
668.466000,5769
668.314000,5803
668.163000,6003
668.011000,6017
667.859000,6286
667.707000,6116
667.556000,5772
667.404000,5731
667.252000,5694
667.100000,5948
666.948000,5970
666.797000,5886
666.645000,6249
666.493000,6590
666.342000,5913
666.190000,5758
666.038000,5990
665.886000,6262
665.734000,5875
665.583000,6099
665.431000,6628
665.279000,6408
665.127000,6275
664.976000,6410
664.824000,6456
664.672000,6460
664.520000,6321
664.369000,6249
664.217000,6731
664.065000,6767
663.913000,7096
663.762000,7348
663.610000,7224
663.458000,7406
663.306000,7461
663.155000,7016
663.003000,7152
662.851000,7797
662.699000,7515
662.548000,7041
662.396000,7555
662.244000,7781
662.092000,7597
661.941000,7983
661.789000,7814
661.637000,8375
661.485000,8697
661.334000,8940
661.182000,9240
661.030000,9379
660.878000,9689
660.727000,10262
660.575000,10763
660.423000,11154
660.271000,10729
660.120000,11039
659.968000,11833
659.816000,11936
659.664000,12347
659.513000,13284
659.361000,13938
659.209000,14023
659.057000,14656
658.906000,14446
658.754000,14388
658.602000,14294
658.450000,13482
658.299000,12392
658.147000,11592
657.995000,10971
657.843000,11024
657.692000,10541
657.540000,10072
657.388000,9358
657.236000,8874
657.085000,8844
656.933000,8141
656.781000,8028
656.629000,8487
656.478000,8300
656.326000,7936
656.174000,7955
656.022000,7781
655.871000,7744
655.719000,7316
655.567000,7267
655.415000,6880
655.264000,6990
655.112000,7143
654.960000,6764
654.808000,6524
654.657000,6479
654.505000,6445
654.353000,7177
654.201000,7112
654.050000,6778
653.898000,6712
653.746000,6471
653.594000,6518
653.443000,6613
653.291000,6480
653.139000,6424
652.987000,6496
652.836000,6370
652.684000,6529
652.532000,6598
652.380000,6716
652.229000,6800
652.077000,6599
651.925000,6468
651.773000,6509
651.622000,6672
651.470000,6574
651.318000,6461
651.166000,6490
651.015000,6947
650.863000,6665
650.711000,6514
650.559000,6830
650.408000,6683
650.256000,6203
650.104000,6011
649.952000,6321
649.801000,6097
649.649000,6028
649.497000,6309
649.345000,6360
649.194000,6612
649.042000,6274
648.890000,6365
648.738000,6927
648.587000,6750
648.435000,6281
648.283000,6427
648.131000,6284
647.980000,6152
647.828000,6459
647.676000,6232
647.524000,5803
647.373000,5863
647.221000,6019
647.069000,6147
646.917000,6033
646.766000,6435
646.614000,6114
646.462000,5995
646.310000,6364
646.159000,6458
646.007000,6179
645.855000,5926
645.703000,5902
645.552000,6229
645.400000,6014
645.248000,6011
645.096000,5879
644.945000,6121
644.793000,5963
644.641000,5834
644.489000,6046
644.338000,6069
644.186000,6251
644.034000,6097
643.882000,5797
643.731000,5963
643.579000,6023
643.427000,6237
643.275000,6273
643.124000,5849
642.972000,5884
642.820000,5991
642.668000,5916
642.517000,6001
642.365000,5958
642.213000,6002
642.061000,6086
641.910000,6092
641.758000,5940
641.606000,5910
641.454000,5901
641.303000,5916
641.151000,5610
640.999000,5885
640.847000,5893
640.696000,6309
640.544000,6233
640.392000,6436
640.240000,6605
640.089000,6307
639.937000,6276
639.785000,6174
639.633000,6284
639.482000,6245
639.330000,5875
639.178000,6148
639.026000,6124
638.875000,6257
638.723000,6220
638.571000,6053
638.419000,5761
638.268000,5932
638.116000,5810
637.964000,5796
637.812000,5764
637.661000,5855
637.509000,6003
637.357000,5817
637.205000,5927
637.053000,6118
636.902000,6085
636.750000,6067
636.598000,6025
636.447000,5862
636.295000,6108
636.143000,6107
635.991000,6192
635.839000,5983
635.688000,6048
635.536000,6157
635.384000,6013
635.232000,5928
635.081000,6249
634.929000,6268
634.777000,6034
634.625000,5704
634.474000,5755
634.322000,6103
634.170000,5772
634.018000,5747
633.867000,6030
633.715000,5825
633.563000,5672
633.411000,6101
633.260000,5870
633.108000,5681
632.956000,5683
632.804000,6243
632.653000,6513
632.501000,5895
632.349000,5811
632.197000,5666
632.046000,5650
631.894000,5940
631.742000,6109
631.590000,6192
631.439000,6003
631.287000,5940
631.135000,6244
630.983000,6248
630.832000,6478
630.680000,6230
630.528000,5968
630.376000,6095
630.225000,5846
630.073000,5806
629.921000,5750
629.769000,5913
629.618000,6269
629.466000,5949
629.314000,5844
629.162000,5879
629.011000,5999
628.859000,6024
628.707000,6177
628.555000,6310
628.404000,6155
628.252000,6060
628.100000,6281
627.948000,6231
627.797000,6021
627.645000,6270
627.493000,6097
627.341000,5999
627.190000,5945
627.038000,5817
626.886000,5687
626.734000,5882
626.583000,6056
626.431000,6096
626.279000,5785
626.127000,5814
625.976000,6089
625.824000,5877
625.672000,5673
625.520000,5631
625.369000,5975
625.217000,5894
625.065000,5864
624.913000,6470
624.762000,6610
624.610000,6110
624.458000,6012
624.306000,5827
624.155000,5920
624.003000,6079
623.851000,5869
623.699000,5971
623.548000,6099
623.396000,6197
623.244000,5946
623.092000,6228
622.941000,6423
622.789000,6053
622.637000,6379
622.485000,6527
622.334000,6265
622.182000,6443
622.030000,6137
621.878000,6092
621.727000,6626
621.575000,6570
621.423000,6539
621.271000,6092
621.120000,6240
620.968000,6523
620.816000,6407
620.664000,6197
620.513000,6100
620.361000,6156
620.209000,6010
620.057000,6669
619.906000,6716
619.754000,6594
619.602000,6622
619.450000,6285
619.299000,6239
